"","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","price_30","price_60","price_90","price_365","revenue_30","revenue_60","revenue_90","revenue_365"
"3700","bologna","2020-08-31",42704963,"Porto - Saragozza",44.49309,11.34154,"Private room in apartment","Private room","2","1",2,"$18.00","7",365,4,4,4,4,18,18,18,18,468,1008,1548,6498
"3701","bologna","2020-08-31",42706034,"Porto - Saragozza",44.49304,11.33959,"Private room in apartment","Private room","1","1",NA,"$24.00","1",1125,16,46,76,351,24,24,24,24,336,336,336,336
"3702","bologna","2020-08-31",42706478,"Borgo Panigale - Reno",44.51278,11.30191,"Entire apartment","Entire home/apt","4","1",2,"$60.00","2",1125,21,51,81,172,62.2222222222222,62.2222222222222,62.2222222222222,26.7357512953368,560,560,560,5160
"3703","bologna","2020-08-31",42722886,"Porto - Saragozza",44.49486,11.34158,"Private room in apartment","Private room","3","1",2,"$20.00","7",1125,0,0,0,183,20,20,20,20,600,1200,1800,3640
"3704","bologna","2020-08-31",42728649,"Santo Stefano",44.4998,11.35213,"Private room in apartment","Private room","2","1",1,"$35.00","1",1125,29,59,89,364,35,35,35,35,35,35,35,35
"3705","bologna","2020-08-31",42747401,"Porto - Saragozza",44.49322,11.34166,"Private room in apartment","Private room","2","1",2,"$20.00","14",1125,1,1,1,184,20,20,20,20,580,1180,1780,3620
"3706","bologna","2020-08-31",42750035,"Santo Stefano",44.48891,11.34098,"Private room in guest suite","Private room","2","1",1,"$40.00","1",7,30,60,90,90,NA,NA,NA,40,0,0,0,11000
"3707","bologna","2020-08-31",42755089,"Santo Stefano",44.49716,11.34658,"Entire apartment","Entire home/apt","3","1",1,"$148.00","2",365,0,0,0,1,148.3,150.65,150.488888888889,167.925824175824,4449,9039,13544,61125
"3708","bologna","2020-08-31",42755134,"Santo Stefano",44.50283,11.35077,"Private room in apartment","Private room","4","1",2,"$22.00","7",1125,5,34,36,219,22,22,18.3703703703704,16.2465753424658,550,572,992,2372
"3709","bologna","2020-08-31",42760184,"Savena",44.47814,11.39005,"Private room in apartment","Private room","2","1",0,"$20.00","1",3,3,3,10,10,20,20,20,20,540,1140,1600,7100
"3710","bologna","2020-08-31",42784959,"Santo Stefano",44.50453,11.35018,"Entire apartment","Entire home/apt","3","1",2,"$80.00","1",1125,28,36,36,36,70,123.166666666667,144.018518518519,652.70820668693,140,2956,7777,214741
"3711","bologna","2020-08-31",42803188,"Navile",44.52438,11.37211,"Entire apartment","Entire home/apt","4","1",4,"$50.00","4",1125,29,59,85,85,50,50,42,41.3357142857143,50,50,210,11574
"3712","bologna","2020-08-31",42846075,"Santo Stefano",44.49255,11.35064,"Entire apartment","Entire home/apt","6","2",2,"$200.00","3",1125,25,55,85,360,200,200,200,200,1000,1000,1000,1000
"3713","bologna","2020-08-31",42882825,"Borgo Panigale - Reno",44.53342,11.28858,"Entire apartment","Entire home/apt","5","2",5,"$200.00","1",1125,25,25,25,127,200,200,200,200,1000,7000,13000,47600
"3714","bologna","2020-08-31",42888831,"Porto - Saragozza",44.49914,11.34127,"Entire apartment","Entire home/apt","3","1",1,"$58.00","3",1125,9,9,19,294,58,65.1960784313726,66,66,1218,3325,4686,4686
"3715","bologna","2020-08-31",42922309,"Porto - Saragozza",44.4988,11.33908,"Entire apartment","Entire home/apt","2","1",1,"$60.00","1",1125,26,56,86,176,58.25,58.25,58.25,1879.53968253968,233,233,233,355233
"3716","bologna","2020-08-31",42922752,"Porto - Saragozza",44.49749,11.33928,"Entire apartment","Entire home/apt","6","2",3,"$58.00","1",1125,28,58,88,302,53,53,53,1938.19047619048,106,106,106,122106
"3717","bologna","2020-08-31",42922926,"Porto - Saragozza",44.49773,11.34047,"Entire apartment","Entire home/apt","6","2",4,"$79.00","1",1125,16,44,74,348,82.2142857142857,86.0625,86.0625,198.647058823529,1151,1377,1377,3377
"3718","bologna","2020-08-31",42923038,"Porto - Saragozza",44.4985,11.34019,"Entire apartment","Entire home/apt","2","1",1,"$61.00","1",1125,0,30,60,150,71.0333333333333,71.0333333333333,71.0333333333333,1661.07441860465,2131,2131,2131,357131
"3719","bologna","2020-08-31",42923135,"Porto - Saragozza",44.49881,11.34033,"Entire loft","Entire home/apt","6","2",3,"$66.00","1",1125,26,56,86,357,74.5,74.5,74.5,318.25,298,298,298,2546
"3720","bologna","2020-08-31",42923364,"Porto - Saragozza",44.49766,11.33859,"Entire apartment","Entire home/apt","4","1",2,"$65.00","1",1125,24,54,84,358,68.5,68.5,68.5,344.428571428571,411,411,411,2411
