"","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","price_30","price_60","price_90","price_365","revenue_30","revenue_60","revenue_90","revenue_365"
"6099","sevilla","2020-06-29",42104255,"Hermandades, La Carrasca",37.40984,-5.97994,"Apartment","Private room",1,0,0,"$29.00",1,1125,29,59,89,364,29,29,29,29,29,29,29,29
"6100","sevilla","2020-06-29",42117257,"San Jerónimo",37.42042,-5.98493,"Apartment","Entire home/apt",4,2,2,"$42.00",1,1125,12,12,12,12,42,42,42,42,756,2016,3276,14826
"6101","sevilla","2020-06-29",42117331,"Polígono Sur",37.36652,-5.9538,"Apartment","Entire home/apt",4,2,3,"$40.00",2,1125,0,26,56,331,41.8666666666667,41.8823529411765,41.8823529411765,41.8823529411765,1256,1424,1424,1424
"6102","sevilla","2020-06-29",42150127,"San Vicente",37.39569,-5.99721,"Apartment","Private room",1,1,0,"$45.00",2,1125,27,57,87,177,46.6666666666667,46.6666666666667,46.6666666666667,45.0265957446809,140,140,140,8465
"6103","sevilla","2020-06-29",42164753,"Arenal",37.38649,-5.99738,"Condominium","Entire home/apt",6,2,3,"$80.00",3,1125,24,54,79,351,79.1666666666667,79.1666666666667,81.8181818181818,82.1428571428571,475,475,900,1150
"6104","sevilla","2020-06-29",42172007,"Triana Casco Antiguo",37.38681,-6.0052,"Apartment","Entire home/apt",4,0,3,"$48.00",2,1125,0,0,10,102,51.8333333333333,52.6166666666667,53.1875,55.7110266159696,1555,3157,4255,14652
"6105","sevilla","2020-06-29",42172556,"La Calzada",37.38734,-5.97706,"Apartment","Entire home/apt",5,2,4,"$60.00",2,1125,16,16,16,142,47.5714285714286,47.6363636363636,54.6216216216216,63.695067264574,666,2096,4042,14204
"6106","sevilla","2020-06-29",42175134,"San Bernardo",37.38228,-5.9871,"Loft","Entire home/apt",2,0,0,"$30.00",61,1125,0,0,0,0,30,30,30,30,900,1800,2700,10950
"6107","sevilla","2020-06-29",42186818,"San Bernardo",37.38271,-5.98238,"Apartment","Entire home/apt",4,1,1,"$70.00",2,99,2,2,2,33,200,200,200,142.048192771084,5600,11600,17600,47160
"6108","sevilla","2020-06-29",42187579,"San Bernardo",37.38258,-5.98279,"Apartment","Entire home/apt",5,2,4,"$100.00",2,99,2,2,2,30,300,300,300,211.364179104478,8400,17400,26400,70807
"6109","sevilla","2020-06-29",42189225,"Triana Oeste",37.38322,-6.00663,"Apartment","Entire home/apt",4,1,1,"$60.00",2,1125,0,0,0,0,61.3333333333333,61.3333333333333,61.4444444444444,61.4246575342466,1840,3680,5530,22420
"6110","sevilla","2020-06-29",42191936,"San Bartolomé",37.38679,-5.98648,"Apartment","Entire home/apt",8,4,6,"$120.00",2,1125,27,57,84,262,75,75,120.833333333333,132.087378640777,225,225,725,13605
"6111","sevilla","2020-06-29",42193186,"San Gil",37.4015,-5.99399,"Apartment","Entire home/apt",4,2,2,"$72.00",1,365,1,1,1,1,65,65,70.2584269662921,76.1456043956044,1885,3835,6253,27717
"6112","sevilla","2020-06-29",42195610,"San Bartolomé",37.38551,-5.9871,"Condominium","Entire home/apt",4,2,3,"$75.00",2,1125,29,59,89,124,59,59,59,78.8838174273859,59,59,59,19011
"6113","sevilla","2020-06-29",42198697,"Alfalfa",37.38978,-5.99179,"Loft","Entire home/apt",4,0,2,"$70.00",2,1125,30,60,81,252,NA,NA,82.8888888888889,78.9823008849557,0,0,746,8925
"6114","sevilla","2020-06-29",42202393,"Triana Este",37.38261,-6.00261,"Apartment","Entire home/apt",4,2,3,"$51.00",2,1125,29,59,89,179,33,33,33,54.3225806451613,33,33,33,10104
"6115","sevilla","2020-06-29",42211662,"Alfalfa",37.39247,-5.99224,"Hostel","Private room",2,0,1,"$200.00",1,1125,0,0,12,232,91.3333333333333,114.333333333333,115.512820512821,106.165413533835,2740,6860,9010,14120
"6116","sevilla","2020-06-29",42213557,"Arenal",37.38595,-5.99528,"Apartment","Entire home/apt",4,1,2,"$500.00",2,1125,30,60,90,91,NA,NA,NA,500,0,0,0,137000
"6117","sevilla","2020-06-29",42213612,"San Vicente",37.39596,-5.99856,"Apartment","Entire home/apt",4,1,2,"$140.00",1,1125,29,59,86,262,40,40,115,139.029126213592,40,40,460,14320
"6118","sevilla","2020-06-29",42214638,"Arenal",37.38574,-5.99441,"Apartment","Entire home/apt",4,1,2,"$500.00",2,1125,30,60,90,90,NA,NA,NA,500,0,0,0,137500
"6119","sevilla","2020-06-29",42218212,"San Julián",37.39985,-5.9877,"Apartment","Entire home/apt",2,1,1,"$40.00",1,60,29,32,32,93,38,39.9285714285714,44.448275862069,41.0955882352941,38,1118,2578,11178
"6120","sevilla","2020-06-29",42218709,"Arenal",37.38402,-5.99756,"Apartment","Entire home/apt",4,1,2,"$385.00",1,1125,30,60,90,94,NA,NA,NA,500,0,0,0,135500
"6121","sevilla","2020-06-29",42220840,"Encarnación, Regina",37.39519,-5.99311,"Apartment","Entire home/apt",4,1,4,"$100.00",2,1125,0,0,0,0,100,95.5,96.5555555555556,99.1506849315068,3000,5730,8690,36190
"6122","sevilla","2020-06-29",42221009,"San Vicente",37.39718,-5.99783,"Apartment","Entire home/apt",5,2,5,"$250.00",3,1125,29,59,89,269,50,50,50,247.916666666667,50,50,50,23800
